Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
1334,26509,aseg_global_intensity_CC-Posterior,,AU,float,4,regional and tissue intensity,Mean intensity of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.68E-01,1.86E-02
1335,26510,aseg_global_intensity_CC-Mid-Posterior,,AU,float,4,regional and tissue intensity,Mean intensity of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.88E-01,2.10E-02
1336,26511,aseg_global_intensity_CC-Central,,AU,float,4,regional and tissue intensity,Mean intensity of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.49E-01,1.75E-02
1337,26512,aseg_global_intensity_CC-Mid-Anterior,,AU,float,4,regional and tissue intensity,Mean intensity of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.26E-01,1.62E-02
1338,26513,aseg_global_intensity_CC-Anterior,,AU,float,4,regional and tissue intensity,Mean intensity of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.01E-01,1.92E-02
1339,26538,aseg_lh_intensity_Lateral-Ventricle,,AU,float,4,regional and tissue intensity,Mean intensity of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.93E-01,1.98E-02
1340,26539,aseg_lh_intensity_Inf-Lat-Vent,,AU,float,4,regional and tissue intensity,Mean intensity of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.00E-01,1.79E-02
1341,26540,aseg_lh_intensity_Cerebellum-White-Matter,,AU,float,4,regional and tissue intensity,Mean intensity of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.19E-01,1.99E-02
1342,26541,aseg_lh_intensity_Cerebellum-Cortex,,AU,float,4,regional and tissue intensity,Mean intensity of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.30E-01,2.13E-02
1343,26542,aseg_lh_intensity_Thalamus-Proper,,AU,float,4,regional and tissue intensity,Mean intensity of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10685,-,-,31967,31942,31953,2.62E-01,2.28E-02
1344,26543,aseg_lh_intensity_Caudate,,AU,float,4,regional and tissue intensity,Mean intensity of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.30E-01,2.21E-02
1345,26544,aseg_lh_intensity_Putamen,,AU,float,4,regional and tissue intensity,Mean intensity of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.48E-01,2.69E-02
1346,26545,aseg_lh_intensity_Pallidum,,AU,float,4,regional and tissue intensity,Mean intensity of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.89E-01,2.23E-02
1347,26546,aseg_lh_intensity_Hippocampus,,AU,float,4,regional and tissue intensity,Mean intensity of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.64E-01,1.80E-02
1348,26547,aseg_lh_intensity_Amygdala,,AU,float,4,regional and tissue intensity,Mean intensity of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.33E-01,1.61E-02
1349,26548,aseg_lh_intensity_Accumbens-area,,AU,float,4,regional and tissue intensity,Mean intensity of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.42E-01,2.68E-02
1350,26549,aseg_lh_intensity_VentralDC,,AU,float,4,regional and tissue intensity,Mean intensity of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.36E-01,1.76E-02
1351,26550,aseg_lh_intensity_vessel,,AU,float,4,regional and tissue intensity,Mean intensity of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.61E-02,1.38E-02
1352,26551,aseg_lh_intensity_choroid-plexus,,AU,float,4,regional and tissue intensity,Mean intensity of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.73E-01,1.97E-02
1353,26569,aseg_rh_intensity_Lateral-Ventricle,,AU,float,4,regional and tissue intensity,Mean intensity of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.96E-01,2.01E-02
1354,26570,aseg_rh_intensity_Inf-Lat-Vent,,AU,float,4,regional and tissue intensity,Mean intensity of Inf-Lat-Vent in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.05E-01,1.79E-02
1355,26571,aseg_rh_intensity_Cerebellum-White-Matter,,AU,float,4,regional and tissue intensity,Mean intensity of Cerebellum-White-Matter in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.10E-01,2.47E-02
1356,26572,aseg_rh_intensity_Cerebellum-Cortex,,AU,float,4,regional and tissue intensity,Mean intensity of Cerebellum-Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.25E-01,2.11E-02
1357,26573,aseg_rh_intensity_Thalamus-Proper,,AU,float,4,regional and tissue intensity,Mean intensity of Thalamus-Proper in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10685,-,-,31967,31942,31953,2.77E-01,2.29E-02
1358,26574,aseg_rh_intensity_Caudate,,AU,float,4,regional and tissue intensity,Mean intensity of Caudate in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.22E-01,2.14E-02
1359,26575,aseg_rh_intensity_Putamen,,AU,float,4,regional and tissue intensity,Mean intensity of Putamen in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.62E-01,3.13E-02
1360,26576,aseg_rh_intensity_Pallidum,,AU,float,4,regional and tissue intensity,Mean intensity of Pallidum in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.14E-01,2.43E-02
1361,26577,aseg_rh_intensity_Hippocampus,,AU,float,4,regional and tissue intensity,Mean intensity of Hippocampus in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.94E-01,1.72E-02
1362,26578,aseg_rh_intensity_Amygdala,,AU,float,4,regional and tissue intensity,Mean intensity of Amygdala in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.51E-01,1.75E-02
1363,26579,aseg_rh_intensity_Accumbens-area,,AU,float,4,regional and tissue intensity,Mean intensity of Accumbens-area in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.56E-01,3.05E-02
1364,26580,aseg_rh_intensity_VentralDC,,AU,float,4,regional and tissue intensity,Mean intensity of VentralDC in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.40E-01,1.77E-02
1365,26581,aseg_rh_intensity_vessel,,AU,float,4,regional and tissue intensity,Mean intensity of vessel in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,5.49E-02,1.61E-02
1366,26582,aseg_rh_intensity_choroid-plexus,,AU,float,4,regional and tissue intensity,Mean intensity of choroid-plexus in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.78E-01,2.19E-02
1367,26989,wg_lh_intensity-contrast_unknown,,AU,float,5,cortical grey-white contrast,Grey-white contrast in unknown in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,4.84E-02,1.30E-02
1368,26990,wg_lh_intensity-contrast_bankssts,,AU,float,5,cortical grey-white contrast,Grey-white contrast in bankssts in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.97E-01,2.68E-02
1369,26991,wg_lh_intensity-contrast_caudalanteriorcingulate,,AU,float,5,cortical grey-white contrast,Grey-white contrast in caudalanteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10685,-,-,31967,31942,31953,1.52E-01,1.92E-02
1370,26992,wg_lh_intensity-contrast_caudalmiddlefrontal,,AU,float,5,cortical grey-white contrast,Grey-white contrast in caudalmiddlefrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.25E-01,2.74E-02
1371,26993,wg_lh_intensity-contrast_cuneus,,AU,float,5,cortical grey-white contrast,Grey-white contrast in cuneus in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.35E-01,3.72E-02
1372,26994,wg_lh_intensity-contrast_entorhinal,,AU,float,5,cortical grey-white contrast,Grey-white contrast in entorhinal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21281,21261,21269,10686,-,-,31967,31942,31953,2.01E-01,2.25E-02
1373,26995,wg_lh_intensity-contrast_fusiform,,AU,float,5,cortical grey-white contrast,Grey-white contrast in fusiform in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,10681,10684,31968,31943,31954,3.66E-01,3.13E-02
1374,26996,wg_lh_intensity-contrast_inferiorparietal,,AU,float,5,cortical grey-white contrast,Grey-white contrast in inferiorparietal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,10681,10684,31968,31943,31954,3.51E-01,2.99E-02
1375,26997,wg_lh_intensity-contrast_inferiortemporal,,AU,float,5,cortical grey-white contrast,Grey-white contrast in inferiortemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,10681,10684,31968,31943,31954,3.43E-01,2.95E-02
1376,26998,wg_lh_intensity-contrast_isthmuscingulate,,AU,float,5,cortical grey-white contrast,Grey-white contrast in isthmuscingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21281,21261,21269,10686,-,-,31967,31942,31953,3.04E-01,3.35E-02
1377,26999,wg_lh_intensity-contrast_lateraloccipital,,AU,float,5,cortical grey-white contrast,Grey-white contrast in lateraloccipital in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.62E-01,3.10E-02
1378,27000,wg_lh_intensity-contrast_lateralorbitofrontal,,AU,float,5,cortical grey-white contrast,Grey-white contrast in lateralorbitofrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10685,10680,10683,31967,31942,31953,3.30E-01,3.09E-02
1379,27001,wg_lh_intensity-contrast_lingual,,AU,float,5,cortical grey-white contrast,Grey-white contrast in lingual in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.49E-01,2.78E-02
1380,27002,wg_lh_intensity-contrast_medialorbitofrontal,,AU,float,5,cortical grey-white contrast,Grey-white contrast in medialorbitofrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,10681,10684,31968,31943,31954,2.70E-01,2.84E-02
1381,27003,wg_lh_intensity-contrast_middletemporal,,AU,float,5,cortical grey-white contrast,Grey-white contrast in middletemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.41E-01,2.96E-02
1382,27004,wg_lh_intensity-contrast_parahippocampal,,AU,float,5,cortical grey-white contrast,Grey-white contrast in parahippocampal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.67E-01,2.47E-02
1383,27005,wg_lh_intensity-contrast_paracentral,,AU,float,5,cortical grey-white contrast,Grey-white contrast in paracentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.16E-01,2.60E-02
1384,27006,wg_lh_intensity-contrast_parsopercularis,,AU,float,5,cortical grey-white contrast,Grey-white contrast in parsopercularis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.44E-01,3.04E-02
1385,27007,wg_lh_intensity-contrast_parsorbitalis,,AU,float,5,cortical grey-white contrast,Grey-white contrast in parsorbitalis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10685,-,-,31967,31942,31953,2.95E-01,2.39E-02
1386,27008,wg_lh_intensity-contrast_parstriangularis,,AU,float,5,cortical grey-white contrast,Grey-white contrast in parstriangularis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.14E-01,2.88E-02
1387,27009,wg_lh_intensity-contrast_pericalcarine,,AU,float,5,cortical grey-white contrast,Grey-white contrast in pericalcarine in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.63E-01,2.43E-02
1388,27010,wg_lh_intensity-contrast_postcentral,,AU,float,5,cortical grey-white contrast,Grey-white contrast in postcentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.56E-01,3.26E-02
1389,27011,wg_lh_intensity-contrast_posteriorcingulate,,AU,float,5,cortical grey-white contrast,Grey-white contrast in posteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,21281,21261,21269,10686,10681,10684,31967,31942,31953,2.81E-01,2.55E-02
